route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
1581,1,185468,,,0,9516,36,
1467,4,178776,,,0,9214,43,
1631,2,188236,,,1,9683,44,
1516,3,180339,,,0,9459,45,
1632,1,188237,,,0,9673,46,
1581,3,185469,,,0,9531,36,
820,4,173691,,,1,9072,47,
1515,2,194135,,,0,9980,48,
1578,2,185470,,,1,9567,13,
1583,1,185471,,,1,9522,49,
956,1,183524,,,0,9400,50,
1498,4,180343,,,1,9322,34,
1634,4,192356,,,0,9879,51,
1584,4,185472,,,0,9538,52,
994,4,185473,,,1,9546,53,
885,3,173692,,,1,8875,54,
1108,4,173693,,,0,8886,55,
1536,2,183526,,,1,9279,42,
1374,3,168386,,,1,8574,56,
118,3,173694,,,1,8988,57,
905,2,161807,,,1,8246,58,
1582,2,185474,,,1,9504,40,
1104,3,173695,,,1,8969,9,
899,2,192359,,,0,9882,59,
1478,4,178780,,,1,9241,60,
1578,3,185476,,,1,9569,13,
1633,2,188240,,,0,9682,61,
885,2,173701,,,1,8877,54,
1616,1,187348,,,0,9644,23,
1529,2,189050,,,1,9725,62,
1010,1,192361,,,1,9884,63,
1536,2,183529,,,1,9453,42,
1480,2,192137,,,0,9849,64,
1459,3,192362,,,1,9877,65,
1660,3,188242,,,1,9708,25,
1507,2,180355,,,0,9316,66,
1624,4,188041,,,1,9655,67,
994,2,161810,,,1,8247,53,
1606,1,185081,,,1,9491,68,
880,3,173707,,,0,8875,69,
1582,3,185480,,,1,9540,40,
1540,2,183532,,,0,9373,70,
1583,1,185481,,,1,9522,49,
1616,4,187350,,,0,9626,23,
1765,3,192364,,,1,9885,71,
1100,2,173710,,,0,8983,72,
1581,3,185482,,,0,9558,36,
1446,2,189063,,,1,9772,73,
1287,2,189064,,,0,9769,27,
1633,2,188243,,,0,9680,61,
1515,2,180366,,,0,9309,48,
1634,2,192365,,,0,9886,51,
1611,2,185483,,,1,9590,17,
1578,4,185484,,,1,9538,13,
1515,2,194136,,,0,9980,48,
1532,3,180374,,,0,9290,15,
1618,2,194137,,,0,9981,74,
1408,2,171218,,,1,8777,28,
1582,4,185485,,,1,9525,40,
994,4,192367,,,1,9888,53,
982,3,161813,,,0,8236,26,
1629,2,189068,,,0,9822,35,
1615,2,187351,,,1,9639,75,
1622,2,194138,,,0,9982,76,
1624,3,194139,,,1,9983,67,
1583,2,185486,,,1,9505,49,
1532,3,180376,,,0,9419,15,
1578,4,185487,,,1,9581,13,
1384,1,170570,,,0,8688,77,
1010,1,193565,,,1,9942,63,
1532,3,180378,,,0,9290,15,
1469,3,178783,,,1,9207,78,
1522,3,191961,,,1,9845,79,
1579,2,185489,,,0,9553,19,
1583,4,185490,,,1,9524,49,
821,2,173726,,,1,9071,80,
1582,4,185491,,,1,9524,40,
1635,3,189073,,,1,9810,81,
1517,2,180382,,,1,9454,22,
956,3,152784,,,0,8208,50,
1488,3,178784,,,0,9219,82,
1451,2,194140,,,1,9984,83,
994,2,161814,,,1,8238,53,
1388,3,183537,,,1,9422,84,
1582,2,185492,,,1,9521,40,
1469,3,178787,,,1,9206,78,
1586,3,185494,,,1,9561,85,
1291,3,173731,,,1,9085,86,
1616,2,191374,,,0,9727,23,
1456,4,173734,,,1,8997,87,
1457,1,192368,,,1,9889,88,
1581,4,185495,,,0,9584,36,
1510,4,180384,,,0,9300,89,
1583,4,185496,,,1,9523,49,
1523,2,180385,,,1,9296,18,
1287,3,189078,,,0,9744,27,
1766,3,192370,,,0,9885,90,
1108,2,173738,,,0,8980,55,
1584,3,185497,,,0,9580,52,
1659,3,188247,,,0,9709,91,
885,1,193566,,,1,9946,54,
649,2,173739,,,1,8985,92,
1291,2,189081,,,1,9723,86,
1578,2,189083,,,1,9750,13,
1581,2,185499,,,0,9553,36,
1456,3,173743,,,1,8994,87,
1458,4,192371,,,0,9890,93,
885,2,173747,,,1,8893,54,
1374,1,192372,,,1,9891,56,
1601,3,194141,,,0,9985,94,
1774,1,193567,,,1,9942,95,
1752,4,191962,,,0,9848,1,
1633,2,188249,,,0,9682,61,
1626,3,189089,,,0,9741,3,
1779,2,194009,,,0,9973,96,
1582,3,185501,,,1,9507,40,
1456,2,189091,,,1,9772,87,
1378,2,168418,,,0,8553,7,
1099,3,173750,,,1,8930,2,
1309,2,192373,,,0,9892,97,
1469,1,192374,,,1,9891,78,
1459,3,192375,,,1,9893,65,
1630,3,192376,,,0,9894,98,
1458,3,192377,,,0,9895,93,
1446,4,173755,,,1,8997,73,
1388,3,170639,,,1,8699,84,
1099,2,173760,,,1,8971,2,
647,3,173761,,,0,8987,99,
818,3,194142,,,0,9986,30,
1534,1,183545,,,0,9398,10,
1629,4,189096,,,0,9734,35,
1385,1,170571,,,1,8687,100,
1442,1,192378,,,0,9896,101,
1583,2,185503,,,1,9500,49,
1532,3,180401,,,0,9277,15,
1496,2,180287,,,0,9273,14,
1587,2,185504,,,1,9529,102,
1766,2,192379,,,0,9897,90,
1582,4,185505,,,1,9525,40,
1584,1,185506,,,0,9572,52,
1631,3,188252,,,1,9687,44,
954,3,152852,,,0,8206,103,
1287,2,189099,,,0,9807,27,
1538,2,189100,,,1,9825,104,
1408,2,171233,,,1,8777,28,
1496,3,180269,,,0,9272,14,
905,3,161816,,,1,8242,58,
1782,3,194143,,,1,9987,105,
1515,2,189102,,,0,9818,48,
1101,3,173765,,,1,8953,106,
1601,3,194144,,,0,9988,94,
1578,3,185507,,,1,9578,13,
1579,3,185508,,,0,9559,19,
1364,2,192381,,,0,9870,6,
1384,2,194145,,,0,9989,77,
1581,2,185509,,,0,9555,36,
1633,2,188253,,,0,9681,61,
954,2,161817,,,0,8258,103,
1618,1,188043,,,0,9657,74,
905,3,161818,,,1,8241,58,
1582,2,185510,,,1,9521,40,
880,4,173775,,,0,9061,69,
1504,3,180408,,,0,9460,33,
1100,3,173776,,,0,8989,72,
649,3,173777,,,1,8932,92,
1383,1,193568,,,0,9944,107,
1306,3,189108,,,1,9806,108,
1536,3,180410,,,1,9460,42,
1456,3,173780,,,1,9002,87,
1447,1,193569,,,0,9947,24,
982,4,185512,,,0,9546,26,
1510,2,188254,,,0,9703,89,
818,1,173781,,,0,9068,30,
1616,3,193840,,,0,9963,23,
1309,1,193841,,,0,9965,97,
118,4,173782,,,1,8884,57,
1534,3,194146,,,0,9990,10,
649,2,173785,,,1,8971,92,
1469,4,178792,,,1,9214,78,
1100,3,173789,,,0,8989,72,
1099,4,173792,,,1,8976,2,
1309,2,192382,,,0,9892,97,
1783,3,194147,,,0,9991,109,
1616,4,193842,,,0,9964,23,
1616,4,187363,,,0,9638,23,
956,4,193570,,,0,9952,50,
820,1,173795,,,1,9068,47,
1488,3,178793,,,0,9220,82,
1615,2,191378,,,1,9727,75,
1447,1,193571,,,0,9947,24,
774,3,192384,,,0,9883,11,
1493,3,178795,,,1,9220,110,
1515,2,180420,,,0,9309,48,
885,4,173798,,,1,9061,54,
1578,3,185515,,,1,9579,13,
756,4,192385,,,0,9900,111,
1628,3,192157,,,1,9865,32,
1587,2,188255,,,1,9668,102,
1580,1,185516,,,1,9572,21,
1534,2,189118,,,0,9777,10,
899,3,161822,,,0,8242,59,
1532,1,180424,,,0,9284,15,
649,3,173801,,,1,8933,92,
1493,2,185517,,,1,9544,110,
1456,3,173803,,,1,9002,87,
1582,4,185518,,,1,9523,40,
1100,2,173805,,,0,8982,72,
982,2,161823,,,0,8246,26,
1013,2,173807,,,0,8917,112,
1581,3,189119,,,0,9826,36,
1438,3,192386,,,0,9885,31,
1287,1,152912,,,0,7872,27,
1616,2,188256,,,0,9707,23,
1515,4,180430,,,0,9323,48,
1618,4,188045,,,0,9655,74,
1523,3,180431,,,1,9293,18,
1534,2,183559,,,0,9374,10,
1600,1,185085,,,0,9488,113,
1578,2,189122,,,1,9828,13,
1097,2,173813,,,0,8966,114,
1504,2,194148,,,0,9992,33,
885,2,173816,,,1,8877,54,
1493,3,178799,,,1,9220,110,
1108,3,173818,,,0,8979,55,
1291,2,189123,,,1,9807,86,
1010,4,173819,,,1,8919,63,
1385,3,194149,,,1,9993,100,
1586,2,185523,,,1,9553,85,
1771,1,193572,,,0,9943,115,
1108,4,173820,,,0,8885,55,
1579,2,185524,,,0,9553,19,
1469,4,178801,,,1,9214,78,
1542,3,183563,,,0,9396,116,
1531,1,180438,,,1,9284,117,
1383,1,193573,,,0,9944,107,
1615,2,193843,,,1,9962,75,
1496,4,189125,,,0,9827,14,
1534,4,187366,,,0,9547,10,
1778,2,194010,,,1,9972,118,
982,3,161824,,,0,8236,26,
1097,1,173825,,,0,8960,114,
1584,2,189126,,,0,9750,52,
1099,4,173827,,,1,8975,2,
1534,2,194011,,,0,9973,10,
89,1,173828,,,0,8879,119,
1581,4,185525,,,0,9588,36,
1628,2,192389,,,1,9882,32,
1309,1,193844,,,0,9965,97,
1580,3,185526,,,1,9576,21,
948,3,193574,,,1,9950,120,
1624,3,194150,,,1,9991,67,
1601,3,194151,,,0,9994,94,
1531,1,180448,,,1,9284,117,
1543,2,183566,,,1,9394,121,
649,3,173832,,,1,8991,92,
1538,2,183567,,,1,9375,104,
982,4,185529,,,0,9546,26,
756,3,193845,,,0,9960,111,
954,3,193575,,,0,9950,103,
1606,2,194152,,,1,9995,68,
1476,2,178802,,,1,9242,37,
1496,4,189130,,,0,9827,14,
1100,1,173835,,,0,8957,72,
956,4,193576,,,0,9953,50,
1648,2,194153,,,1,9996,122,
1631,2,188257,,,1,9682,44,
1449,2,173837,,,1,8893,123,
1765,3,192390,,,1,9902,71,
1633,3,188258,,,0,9691,61,
1108,3,173840,,,0,8953,55,
1447,3,173841,,,0,8876,24,
1633,1,188259,,,0,9694,61,
1523,2,180453,,,1,9296,18,
1365,3,180455,,,1,9306,124,
1467,1,192391,,,0,9891,43,
1458,2,192392,,,0,9903,93,
1100,4,173845,,,0,8976,72,
1364,2,168456,,,0,8569,6,
1469,2,178805,,,1,9210,78,
1447,1,193577,,,0,9945,24,
1542,2,183573,,,0,9394,116,
1459,4,192395,,,1,9905,65,
1580,2,185532,,,1,9566,21,
1583,2,185533,,,1,9503,49,
89,2,173852,,,0,8983,119,
1600,2,194154,,,0,9997,113,
1061,1,161829,,,0,8252,16,
956,4,193578,,,0,9953,50,
982,2,161830,,,0,8238,26,
982,4,185535,,,0,9546,26,
647,2,173853,,,0,8974,99,
1648,3,192396,,,1,9906,122,
1104,1,173854,,,1,8960,9,
1108,1,173856,,,0,8878,55,
1659,2,188260,,,0,9714,91,
952,2,161832,,,1,8257,125,
1639,3,192397,,,1,9907,126,
1611,4,185088,,,1,9479,17,
1532,3,183575,,,0,9458,15,
1457,2,192398,,,1,9875,88,
1010,4,173857,,,1,8919,63,
1440,3,185536,,,0,9533,127,
1778,2,194013,,,1,9973,118,
1613,3,194155,,,1,9987,128,
1108,2,173860,,,0,8980,55,
994,2,161833,,,1,8239,53,
1545,3,194156,,,1,9998,129,
1383,4,170645,,,0,8702,107,
1580,1,185537,,,1,9515,21,
1517,3,180463,,,1,9278,22,
1528,3,180465,,,1,9362,130,
118,2,173862,,,1,8982,57,
905,1,153010,,,1,7769,58,
982,3,161834,,,0,8236,26,
1582,4,185538,,,1,9525,40,
1469,2,178812,,,1,9211,78,
1578,4,185539,,,1,9586,13,
1447,2,173865,,,0,8877,24,
756,1,192399,,,0,9908,111,
1510,3,194157,,,0,9998,89,
1099,2,173866,,,1,8984,2,
1456,2,189144,,,1,9773,87,
1451,2,173867,,,1,9069,83,
982,1,189146,,,0,9811,26,
1104,4,173868,,,1,8964,9,
1784,2,194158,,,0,9978,131,
893,3,191963,,,0,9839,132,
905,1,153026,,,1,7769,58,
1529,3,180469,,,1,9419,62,
1534,3,183576,,,0,9422,10,
1659,3,192400,,,0,9909,91,
1493,3,194159,,,1,9999,110,
1440,3,185541,,,0,9533,127,
818,3,173874,,,0,9077,30,
1499,3,180472,,,1,9362,133,
1766,4,192402,,,0,9910,90,
1545,2,183577,,,1,9373,129,
880,4,173877,,,0,9061,69,
1510,4,187375,,,0,9634,89,
1583,3,185543,,,1,9549,49,
1659,3,192404,,,0,9909,91,
1099,2,173880,,,1,8985,2,
1534,3,189149,,,0,9824,10,
1061,2,189150,,,0,9807,16,
1581,2,185544,,,0,9552,36,
1631,2,188264,,,1,9684,44,
1364,2,189153,,,0,9779,6,
1660,3,188265,,,1,9708,25,
1660,2,192406,,,1,9887,25,
1581,4,185545,,,0,9588,36,
1476,3,178817,,,1,9244,37,
1534,4,193846,,,0,9964,10,
1752,1,191964,,,0,9847,1,
1101,4,173885,,,1,8885,106,
1582,3,185547,,,1,9518,40,
1619,3,194160,,,0,10000,134,
1099,1,173886,,,1,8978,2,
1642,2,192407,,,1,9912,135,
1100,2,173888,,,0,8984,72,
1627,2,192408,,,1,9886,136,
89,2,173890,,,0,8984,119,
885,1,193579,,,1,9945,54,
1635,4,189156,,,1,9734,81,
1511,3,187378,,,0,9643,137,
1583,3,185549,,,1,9509,49,
1302,1,189157,,,1,9817,138,
1523,2,188267,,,1,9704,18,
1582,1,185552,,,1,9513,40,
1582,4,185553,,,1,9524,40,
1778,2,194161,,,1,9982,118,
1542,2,185554,,,0,9575,116,
1543,3,183585,,,1,9396,121,
1099,3,173900,,,1,8990,2,
1504,3,183327,,,0,9289,33,
1616,2,187380,,,0,9642,23,
647,2,173904,,,0,8983,99,
1538,3,188268,,,1,9716,104,
1440,2,189165,,,0,9772,127,
1620,3,194162,,,1,10001,139,
1613,2,194163,,,1,9996,128,
1578,2,185558,,,1,9566,13,
994,3,161838,,,1,8236,53,
899,4,161840,,,0,8264,59,
1766,1,192409,,,0,9889,90,
1587,1,185559,,,1,9572,102,
885,2,173910,,,1,8893,54,
1467,2,178821,,,0,9211,43,
1498,3,180491,,,1,9324,34,
952,2,161841,,,1,8258,125,
1455,2,192410,,,1,9913,38,
899,4,161843,,,0,8264,59,
1469,1,192411,,,1,9891,78,
1534,2,183593,,,0,9374,10,
1522,2,180493,,,1,9275,79,
1616,2,187383,,,0,9632,23,
1496,1,193580,,,0,9943,14,
994,4,153103,,,1,7952,53,
1538,4,187384,,,1,9626,104,
982,2,161844,,,0,8248,26,
1613,3,194164,,,1,10002,128,
880,2,173915,,,0,8877,69,
1469,2,178823,,,1,9211,78,
1540,1,183597,,,0,9398,70,
1498,3,180496,,,1,9307,34,
1447,2,188271,,,0,9685,24,
1660,3,188272,,,1,9708,25,
1438,3,185564,,,0,9576,31,
1615,3,193848,,,1,9963,75,
1587,3,185565,,,1,9576,102,
1587,4,185566,,,1,9538,102,
1387,3,170652,,,0,8698,140,
649,3,173918,,,1,8933,92,
1590,2,185567,,,1,9536,141,
1635,3,194165,,,1,10002,81,
820,4,173924,,,1,9073,47,
1104,4,173926,,,1,8961,9,
1309,1,192413,,,0,9896,97,
1538,2,189187,,,1,9819,104,
1374,2,168502,,,1,8569,56,
1108,3,173928,,,0,8932,55,
1099,3,173929,,,1,8929,2,
1493,3,178825,,,1,9219,110,
1100,3,173932,,,0,8930,72,
1532,3,180507,,,0,9278,15,
1449,1,193581,,,1,9947,123,
1384,3,194166,,,0,10003,77,
1104,2,173935,,,1,8965,9,
1534,3,194167,,,0,9990,10,
1358,4,168504,,,1,8552,29,
1100,3,173937,,,0,8929,72,
1579,2,185568,,,0,9554,19,
905,3,161847,,,1,8241,58,
1104,1,173938,,,1,8957,9,
994,1,153153,,,1,7862,53,
1579,3,185569,,,0,9528,19,
880,4,180511,,,0,9285,69,
1545,4,192415,,,1,9905,129,
1611,4,185099,,,1,9479,17,
1482,4,178828,,,0,9241,142,
1600,4,185100,,,0,9492,113,
1577,1,185571,,,0,9515,8,
1488,2,194168,,,0,10004,82,
1440,3,185572,,,0,9533,127,
777,3,192416,,,1,9904,143,
1765,3,192417,,,1,9885,71,
1287,3,189194,,,0,9806,27,
1469,4,178831,,,1,9214,78,
1469,2,178832,,,1,9211,78,
1378,2,168513,,,0,8554,7,
1616,4,187385,,,0,9624,23,
1582,2,185573,,,1,9521,40,
1579,3,185574,,,0,9557,19,
1387,2,170657,,,0,8701,140,
1099,3,173945,,,1,8992,2,
1443,2,189197,,,0,9772,144,
1532,3,194169,,,0,10005,15,
1447,3,188278,,,0,9691,24,
1660,3,188279,,,1,9715,25,
1467,2,178833,,,0,9210,43,
1637,3,189199,,,1,9752,145,
767,3,192418,,,0,9907,146,
1584,3,185575,,,0,9577,52,
1624,4,188049,,,1,9655,67,
1478,1,189202,,,1,9816,60,
1601,2,194170,,,0,10006,94,
1498,3,180522,,,1,9324,34,
1610,3,194171,,,1,10007,147,
1449,2,188280,,,1,9686,123,
1606,1,185101,,,1,9491,68,
1291,1,153193,,,1,8185,86,
1498,2,189206,,,1,9818,34,
1769,4,193582,,,0,9952,148,
1753,2,191967,,,1,9846,149,
1523,2,180526,,,1,9296,18,
1384,2,194172,,,0,10008,77,
1582,3,185578,,,1,9518,40,
1619,3,194173,,,0,9999,134,
118,1,173954,,,1,8878,57,
955,4,193583,,,1,9952,150,
1579,2,185581,,,0,9566,19,
118,2,173956,,,1,8972,57,
1104,1,173957,,,1,8957,9,
821,4,173959,,,1,9072,80,
1584,2,185583,,,0,9532,52,
1579,3,185584,,,0,9557,19,
1386,1,193584,,,1,9944,151,
774,3,192419,,,0,9904,11,
1584,2,189211,,,0,9828,52,
118,1,173960,,,1,8879,57,
1581,2,185585,,,0,9542,36,
1099,2,173961,,,1,8981,2,
1579,1,185586,,,0,9572,19,
1378,3,187386,,,0,9607,7,
1606,2,194174,,,1,10009,68,
1058,1,161853,,,1,8252,4,
1544,2,188281,,,1,9699,152,
1606,1,185103,,,1,9491,68,
1659,1,192420,,,0,9873,91,
1615,3,185587,,,1,9589,75,
1581,2,185588,,,0,9582,36,
1384,1,170574,,,0,8687,77,
1578,4,185589,,,1,9585,13,
1385,2,194175,,,1,10008,100,
982,3,161855,,,0,8237,26,
905,1,153220,,,1,7769,58,
1538,2,185591,,,1,9526,104,
1583,2,185592,,,1,9505,49,
1578,3,185593,,,1,9562,13,
1498,2,180533,,,1,9309,34,
118,1,173967,,,1,8879,57,
1515,4,180534,,,0,9323,48,
1309,2,192423,,,0,9913,97,
1540,3,183616,,,0,9382,70,
818,4,173969,,,0,9073,30,
1408,2,171303,,,1,8777,28,
1108,1,173971,,,0,8880,55,
1514,3,180535,,,1,9458,153,
1638,4,188282,,,1,9666,154,
1469,2,178840,,,1,9210,78,
1515,3,180537,,,0,9362,48,
1378,3,168533,,,0,8558,7,
1378,1,168534,,,0,8556,7,
899,2,161856,,,0,8245,59,
1582,2,185595,,,1,9500,40,
1078,3,192425,,,0,9904,155,
953,4,193585,,,1,9953,156,
1449,4,173973,,,1,8948,123,
1456,2,189221,,,1,9780,87,
1449,2,188283,,,1,9686,123,
1587,1,185596,,,1,9571,102,
1108,2,173975,,,0,8968,55,
1610,2,191389,,,1,9790,147,
1753,1,191968,,,1,9847,149,
1626,2,189226,,,0,9742,3,
1783,2,194176,,,0,9992,109,
1633,2,188284,,,0,9680,61,
1515,2,194177,,,0,9980,48,
1586,3,185597,,,1,9558,85,
1583,1,185598,,,1,9512,49,
1100,4,173980,,,0,8976,72,
818,4,173981,,,0,9072,30,
1656,1,192426,,,0,9873,157,
760,3,192427,,,1,9915,158,
1438,3,192428,,,0,9885,31,
820,3,173982,,,1,9078,47,
1101,1,173983,,,1,8878,106,
1584,2,185600,,,0,9565,52,
1099,1,173985,,,1,8960,2,
1543,3,183624,,,1,9361,121,
1061,2,189230,,,0,9722,16,
1616,3,193850,,,0,9963,23,
1480,1,189231,,,0,9816,64,
1765,4,192430,,,1,9916,71,
1606,2,194178,,,1,10006,68,
1476,2,192431,,,1,9882,37,
1630,4,192432,,,0,9917,98,
1312,3,180548,,,1,9336,12,
1451,3,173990,,,1,9078,83,
1100,3,173991,,,0,8988,72,
1488,2,178845,,,0,9217,82,
1623,2,194179,,,0,9982,159,
1386,1,193586,,,1,9944,151,
1641,4,193851,,,1,9966,160,
1532,1,180550,,,0,9284,15,
1586,2,185602,,,1,9551,85,
89,1,173995,,,0,8878,119,
1449,1,193587,,,1,9946,123,
1785,3,194180,,,0,9983,161,
1487,3,183332,,,0,9359,162,
1616,2,189240,,,0,9777,23,
1752,2,191970,,,0,9843,1,
1633,4,188286,,,0,9678,61,
649,3,173999,,,1,8987,92,
1100,2,174000,,,0,8982,72,
1582,1,185604,,,1,9512,40,
1583,2,185605,,,1,9505,49,
1358,2,168548,,,1,8554,29,
952,2,161859,,,1,8258,125,
1612,2,194181,,,1,10009,163,
1287,3,161860,,,0,8253,27,
1540,2,183627,,,0,9373,70,
956,3,193588,,,0,9955,50,
1635,2,189244,,,1,9828,81,
1385,3,194182,,,1,10003,100,
1313,2,189246,,,0,9770,164,
1355,2,187392,,,0,9617,165,
1488,3,178849,,,0,9219,82,
1766,4,192435,,,0,9916,90,
1624,2,194183,,,1,9981,67,
1642,3,192436,,,1,9918,135,
1606,3,194184,,,1,9985,68,
1100,3,174013,,,0,8990,72,
994,1,153307,,,1,7862,53,
1498,2,194185,,,1,9980,34,
760,2,193852,,,1,9957,158,
1488,2,178851,,,0,9217,82,
1108,2,174014,,,0,8965,55,
1467,4,178852,,,0,9214,43,
1440,2,189249,,,0,9773,127,
1456,3,185606,,,1,9533,87,
1582,3,185608,,,1,9507,40,
1058,2,189250,,,1,9722,4,
1482,2,178853,,,0,9243,142,
1586,2,185609,,,1,9582,85,
1770,1,193589,,,0,9951,166,
1534,3,183632,,,0,9382,10,
820,3,174020,,,1,9079,47,
1534,2,183633,,,0,9368,10,
1577,3,185610,,,0,9577,8,
1660,1,192437,,,1,9919,25,
956,2,161868,,,0,8257,50,
1582,3,185611,,,1,9540,40,
1099,1,174024,,,1,8959,2,
1529,2,189254,,,1,9725,62,
1580,1,185612,,,1,9517,21,
1583,4,185613,,,1,9523,49,
118,4,174026,,,1,8884,57,
1606,4,185105,,,1,9489,68,
1578,2,185614,,,1,9565,13,
1631,4,188288,,,1,9679,44,
1538,4,187396,,,1,9626,104,
1633,2,188289,,,0,9680,61,
1104,1,174027,,,1,8959,9,
1584,4,185615,,,0,9539,52,
1287,3,174031,,,0,9085,27,
1583,3,185616,,,1,9509,49,
1578,1,185617,,,1,9517,13,
885,4,180571,,,1,9285,54,
880,2,174032,,,0,8877,69,
1583,1,185618,,,1,9512,49,
1291,2,189260,,,1,9745,86,
1079,2,153334,,,1,8173,167,
760,3,193853,,,1,9959,158,
994,2,161870,,,1,8248,53,
954,2,161871,,,0,8257,103,
1631,4,188290,,,1,9679,44,
1635,3,189261,,,1,9823,81,
1386,3,189262,,,1,9813,151,
1752,3,191971,,,0,9841,1,
1291,2,189266,,,1,9807,86,
647,2,174039,,,0,8973,99,
1660,3,188291,,,1,9709,25,
1584,2,189267,,,0,9828,52,
880,1,193590,,,0,9947,69,
1013,2,174043,,,0,8917,112,
1586,3,185619,,,1,9561,85,
885,4,180580,,,1,9285,54,
880,2,174045,,,0,8877,69,
899,3,161872,,,0,8241,59,
1543,2,183644,,,1,9394,121,
1504,3,180581,,,0,9461,33,
1581,4,185620,,,0,9588,36,
1061,2,189271,,,0,9732,16,
1601,3,194186,,,0,9988,94,
1584,2,185621,,,0,9566,52,
1480,3,185106,,,0,9486,64,
1626,3,189272,,,0,9741,3,
1581,1,185622,,,0,9516,36,
1010,4,174050,,,1,8919,63,
1586,3,189275,,,1,9826,85,
1783,3,194187,,,0,9991,109,
1537,3,180585,,,0,9315,168,
1097,1,174051,,,0,8957,114,
1303,2,192443,,,1,9882,169,
1579,3,185623,,,0,9558,19,
1584,1,185624,,,0,9571,52,
1476,2,178859,,,1,9243,37,
1108,1,174054,,,0,8878,55,
1013,1,192444,,,0,9884,112,
1443,2,189276,,,0,9773,144,
1385,3,194188,,,1,10007,100,
1099,3,174055,,,1,8991,2,
1010,2,174057,,,1,8917,63,
89,3,174058,,,0,8987,119,
1498,4,180587,,,1,9323,34,
1440,3,174059,,,0,9001,127,
1480,1,189278,,,0,9816,64,
1386,3,170666,,,1,8698,151,
1582,4,185626,,,1,9523,40,
1601,1,185107,,,0,9491,94,
1456,3,174066,,,1,9001,87,
1766,3,192445,,,0,9902,90,
1583,1,185627,,,1,9513,49,
1456,1,192446,,,1,9921,87,
1456,2,189280,,,1,9780,87,
1624,3,194189,,,1,9987,67,
1013,2,174067,,,0,8917,112,
1531,2,180594,,,1,9452,117,
994,3,161875,,,1,8236,53,
1586,3,185628,,,1,9559,85,
1581,4,185629,,,0,9588,36,
1618,2,194190,,,0,10010,74,
89,4,174072,,,0,8885,119,
1449,1,193591,,,1,9945,123,
956,3,193592,,,0,9950,50,
1586,1,185631,,,1,9516,85,
1583,1,185632,,,1,9522,49,
1631,2,188294,,,1,9682,44,
1584,4,185633,,,0,9586,52,
1456,3,192162,,,1,9865,87,
1496,2,180297,,,0,9273,14,
1535,3,180602,,,1,9315,20,
1523,2,188296,,,1,9703,18,
1507,2,188297,,,0,9714,66,
1753,4,191972,,,1,9848,149,
760,3,192448,,,1,9915,158,
1632,3,188298,,,0,9671,46,
1586,1,185634,,,1,9573,85,
1659,4,188299,,,0,9718,91,
1579,2,185636,,,0,9532,19,
1097,1,174078,,,0,8959,114,
1523,3,180618,,,1,9293,18,
1449,3,188300,,,1,9692,123,
1579,1,185637,,,0,9514,19,
1540,3,194191,,,0,9998,70,
1583,1,185638,,,1,9522,49,
955,2,161879,,,1,8257,150,
1635,2,189292,,,1,9818,81,
1383,2,170669,,,0,8701,107,
1449,3,174085,,,1,8876,123,
1456,2,189293,,,1,9772,87,
1378,4,168598,,,0,8552,7,
1388,1,193593,,,1,9944,84,
818,2,174087,,,0,9071,30,
1583,3,185639,,,1,9511,49,
