05:40:00	6_1	2014
07:41:00	6_1	2009
09:41:00	6_1	2014
11:42:00	6_1	2014
13:42:00	6_1	2009
15:42:00	6_1	2009
17:41:00	6_1	2014
19:41:00	6_1	2014
21:42:00	6_1	2014
06:41:00	6_2	2014
08:41:00	6_2	2014
10:41:00	6_2	2009
12:42:00	6_2	2014
14:42:00	6_2	2009
16:42:00	6_2	2009
18:41:00	6_2	2009
20:42:00	6_2	2009
