route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
1493,1,45,Bardowskiego 02 - Mogielnica pętla 01 -45,,3,,000080,F5F5F5
756,1,3,Boguchwała 97 - Krakowska granica 15 -3,,3,,9ACD32,282828
1013,1,7,Krasne Auchan 01 - Dworzec Lokalny -7,,3,,FFE4E1,282828
1600,1,8,Sikorskiego MPGK 20 - Warszawska / Borowa 07 nż p. Pogwizdowską-8,p. Pogwizdowską,3,,8FBC8B,282828
1097,1,17,Lwowska szpital pętla 02 - Wita Stwosza pętla 01 -17,,3,,CD5C5C,F5F5F5
1771,1,43,Żołnierzy 9 Dyw. Piechoty bloki 06 nż - Dworaka targ 01 -43,,3,,191970,F5F5F5
1542,1,24,Matuszczaka pętla 04 - Miłocińska pętla 01 -24,,3,,A0522D,F5F5F5
1531,1,10,Bł. Karoliny 09 - Łukasiewicza pętla 08 p. Wywrockiego-10,p. Wywrockiego,3,,A9A9A9,282828
1778,1,46,Dworzec Lokalny - Albigowa Skrzyż. Młyn 56 nż p. Malawę-46,p. Malawę,3,,0000FF,F5F5F5
89,1,34,Lwowska szpital pętla 02 - Błękitne Wzgórze / Leśne Wzgórze 03 -34,,3,,7FFFD4,282828
948,1,28,Lubelska Zajezdnia MPK - Racławówka Zabierzów 23 p. Racławówkę Doły-28,p. Racławówkę Doły,3,,FFFF00,282828
1543,1,24,Miłocińska pętla 01 - Matuszczaka pętla 04 -24,,3,,A0522D,F5F5F5
1648,1,1,Krakowska granica 15 - Spichlerzowa pętla 04 p. Ciepłowniczą EC-1,p. Ciepłowniczą EC,3,,808080,282828
1449,1,27,Baligrodzka 01 - Cienista cmentarz 04 -27,,3,,BDB76B,282828
1365,1,29,Trembeckiego ZTM pętla 01 - Przemysłowa U. Celny 05 -29,,3,,808000,F5F5F5
952,1,28,Lubelska Zajezdnia MPK - Beskidzka granica 07 -28,,3,,FFFF00,282828
1639,1,1,Krakowska granica 15 - Ciepłownicza Elektrociepłownia 06 p. Spichlerzową-1,p. Spichlerzową,3,,808080,282828
1440,1,4,Krasne Auchan 01 - Lubelska Zajezdnia MPK -4,,3,,1E90FF,F5F5F5
1613,1,8,Lubelska kościół 05 - Sikorskiego MPGK 20-8,,3,,8FBC8B,282828
1545,1,12,Trembeckiego ZTM pętla 01 - Siedliska Skrzyżowanie II 05 -12,,3,,000000,F5F5F5
1528,1,49,Św. Rocha lasek pętla 11 - Przemysłowa U. Celny 05 -49,,3,,D8BFD8,282828
1784,1,8,Sikorskiego MPGK 20 - Lubelska kościół 06 nż -8,,3,,8FBC8B,282828
893,1,41,Potockiego pętla 10 - Bardowskiego 04 -41,,3,,1E90FF,F5F5F5
1499,1,36,Bł. Karoliny 09 - Piłsudskiego U. Marszałkowski 05 -36,,3,,00FFFF,282828
1619,1,6,Słocińska pętla 11 - Piłsudskiego U. Wojewódzki 06-6,,3,,CD853F,282828
1642,1,1,Krakowska granica 15 - Załęska Zakład Karny 08 -1,,3,,808080,282828
1627,1,1,Krakowska granica 15 - Spichlerzowa pętla 04 -1,,3,,808080,282828
1511,1,32,Niepodległości / Rejtana 02 - Obr. Poczty Gdańskiej pętla 08 p. Matuszczaka-32,p. Matuszczaka,3,,90EE90,282828
1302,1,11,Piłsudskiego U. Wojewódzki 03 - Potockiego pętla 10 -11,,3,,C0C0C0,282828
1620,1,6,Ustrzycka / Magórska 07 - Słocińska pętla 11 -6,,3,,CD853F,282828
1387,1,44,Królka pętla 10 - Dworaka targ 01 -44,,3,,E6E6FA,282828
1590,1,5,Trembeckiego ZTM pętla 01 - Pienińska pętla 03 -5,,3,,9932CC,F5F5F5
1482,1,22,Mrowla Otoka pętla 01 - Bardowskiego 04-22,,3,,FFE4E1,282828
777,1,3,Krakowska granica 15 - Piłsudskiego U. Marszałkowski 05 -3,,3,,9ACD32,282828
1443,1,4,Krasne Auchan 01 - Lubelska Zajezdnia MPK p. Cienistą cmentarz-4,p. Cienistą cmentarz,3,,1E90FF,F5F5F5
1637,1,N1,Miłocińska pętla 01 - Łukasiewicza pętla 10 -N1,,3,,FFF8DC,282828
767,1,3,Piłsudskiego U. Marszałkowski 08 - Świlcza 58 -3,,3,,9ACD32,282828
1610,1,20,Bardowskiego 03 - Bratkowice Las 01 -20,,3,,800000,F5F5F5
1769,1,28,Racławówka Zabierzów 23 - Lubelska Zajezdnia MPK -28,,3,,FFFF00,282828
1753,1,41,Bardowskiego 01 - Potockiego pętla 10 p. Ciepłowniczą działki-41,p. Ciepłowniczą działki,3,,1E90FF,F5F5F5
955,1,28,Lubelska Zajezdnia MPK - Beskidzka granica 07 p. Racławówkę Doły-28,p. Racławówkę Doły,3,,FFFF00,282828
1386,1,44,Dworaka targ 01 - Tyczyn Kopernika 02 -44,,3,,E6E6FA,282828
1544,1,42,Bł. Karoliny 09 - Piłsudskiego U. Marszałkowski 05 -42,,3,,778899,282828
1514,1,10,Bł. Karoliny 09 - Łukasiewicza pętla 08 -10,,3,,A9A9A9,282828
1638,1,N1,Obr. Poczty Gdańskiej pętla 08 - Łukasiewicza pętla 10 -N1,,3,,FFF8DC,282828
1078,1,3,Piłsudskiego U. Marszałkowski 08 - Mrowla Otoka pętla 01 -3,,3,,9ACD32,282828
953,1,28,Lubelska Zajezdnia MPK - Racławówka Zabierzów 23 -28,,3,,FFFF00,282828
1656,1,1,Spichlerzowa pętla 04 - Piłsudskiego U. Wojewódzki 06 -1,,3,,808080,282828
760,1,3,Krakowska granica 15 - Boguchwała 97 -3,,3,,9ACD32,282828
1623,1,6,Słocińska pętla 11 - Ustrzycka 06 -6,,3,,CD853F,282828
1641,1,N3,Lubelska Zajezdnia MPK - Lubelska Zajezdnia MPK -N3,,3,,A0522D,F5F5F5
1785,1,6,Malawa OSP 06 nż - Ustrzycka 06 nż -6,,3,,CD853F,282828
1487,1,39,Przemysłowa U. Celny 05 - Dworzec Lokalny -39,,3,,4682B4,F5F5F5
1612,1,8,Warszawska / Borowa 07 nż - Sikorskiego MPGK 20-8,,3,,8FBC8B,282828
1313,1,16,Św. Rocha lasek pętla 11 - Lubelska szpital 02 -16,,3,,BC8F8F,282828
1355,1,9,Trembeckiego ZTM 05 - Staroniwska pętla 12 -9,,3,,00FF7F,282828
1770,1,28,Racławówka Zabierzów 23 - Lubelska Zajezdnia MPK p. Racławówkę Doły-28,p. Racławówkę Doły,3,,FFFF00,282828
1079,1,3,Mrowla Otoka pętla 01 - Lutoryż pętla 04 -3,,3,,9ACD32,282828
1537,1,23,Matuszczaka pętla 04 - Lubelska Zajezdnia MPK -23,,3,,FA8072,282828
1303,1,11,Matuszczaka pętla 04 - Cieplińskiego 01 -11,,3,,C0C0C0,282828
1454,1,15,Zwięczycka MPWiK 05 - Olbrachta pętla 09 p. Jarową-15,p. Jarową,3,,FFFFFF,282828
1589,1,5,Pienińska pętla 03 - Trembeckiego ZTM pętla 01 -5,,3,,9932CC,F5F5F5
1652,1,1,Spichlerzowa pętla 04 - Krakowska granica 15 p. Ciepłowniczą EC-1,p. Ciepłowniczą EC,3,,808080,282828
1776,1,41,Ciepłownicza działki I 96 nż - Bardowskiego 04 -41,,3,,1E90FF,F5F5F5
782,1,3,Świlcza 58 - Lutoryż pętla 04 -3,,3,,9ACD32,282828
1377,1,9,Olbrachta pętla 09 - Trembeckiego ZTM 05 nż -9,,3,,00FF7F,282828
1636,1,1,Ciepłownicza Elektrociepłownia 06 - Krakowska granica 15 -1,,3,,808080,282828
1772,1,7,Krasne Auchan 01 - Dworzec Lokalny p. Dworaka targ-7,p. Dworaka targ,3,,FFE4E1,282828
1304,1,16,Wyzwolenia / Lubelska 02 - Kalinowa pętla 04 -16,,3,,BC8F8F,282828
1492,1,22,Bardowskiego 01 - Mrowla Otoka pętla 01 -22,,3,,FFE4E1,282828
1599,1,8,Warszawska / Borowa 08 nż - Sikorskiego MPGK 20 p. Pogwizdowską-8,p. Pogwizdowską,3,,8FBC8B,282828
736,1,3,Krakowska granica 15 - Lutoryż pętla 04 -3,,3,,9ACD32,282828
1497,1,43,Niepodległości / Rejtana 02 - Żołnierzy 9 Dyw. Piechoty bloki 06 nż -43,,3,,191970,F5F5F5
1621,1,6,Ustrzycka / Magórska 07 - Piłsudskiego U. Marszałkowski 05 -6,,3,,CD853F,282828
1643,1,N2,Bł. Karoliny 09 - Dworzec Główny PKP 03 -N2,,3,,B0E0E6,282828
1650,1,1,Krakowska granica 15 - Ciepłownicza Elektrociepłownia 06 -1,,3,,808080,282828
1592,1,18,Lubelska szpital 01 - Pienińska-18,,3,,A52A2A,F5F5F5
1644,1,N1,Łukasiewicza pętla 10 - Obr. Poczty Gdańskiej pętla 08 -N1,,3,,FFF8DC,282828
990,1,46,Słocińska pętla 11 - Dworzec Lokalny -46,,3,,0000FF,F5F5F5
1375,1,9,Trembeckiego ZTM 02 nż - Olbrachta pętla 09 -9,,3,,00FF7F,282828
141,1,34,Błękitne Wzgórze / Leśne Wzgórze 03 - Piłsudskiego U. Marszałkowski 05 -34,,3,,7FFFD4,282828
1645,1,N2,Bł. Karoliny 09 - Słocińska pętla 11 -N2,,3,,B0E0E6,282828
1294,1,15,Olbrachta pętla 09 - Piłsudskiego U. Wojewódzki 06 -15,,3,,FFFFFF,282828
1646,1,N1,Łukasiewicza pętla 10 - Lubelska Zajezdnia MPK -N1,,3,,FFF8DC,282828
1609,1,20,Bratkowice Las 02 - Bardowskiego 04-20,,3,,800000,F5F5F5
1439,1,15,Zwięczycka MPWiK 05 - Cieplińskiego 01 p. Jarową-15,p. Jarową,3,,FFFFFF,282828
1471,1,22,Świlcza 58 - Bardowskiego 04 -22,,3,,FFE4E1,282828
1647,1,2,Baligrodzka 01 - Piłsudskiego U. Marszałkowski 05-2,,3,,F08080,282828
993,1,46,Dworzec Lokalny - Słocińska pętla 11 -46,,3,,0000FF,F5F5F5
776,1,3,Świlcza 58 - Boguchwała 97 -3,,3,,9ACD32,282828
1491,1,39,Dworzec Lokalny - Przemysłowa U. Celny 05 -39,,3,,4682B4,F5F5F5
1077,1,3,Mrowla Otoka pętla 01 - Boguchwała 97 -3,,3,,9ACD32,282828
1436,1,26,Cienista cmentarz 01 - Biznesowa 06 -26,,3,,FFD700,282828
1651,1,1,Ciepłownicza Elektrociepłownia 06 - Krakowska granica 15 p. Spichlerzową-1,p. Spichlerzową,3,,808080,282828
1513,1,49,Przemysłowa U. Celny 05 - Św. Rocha lasek pętla 11 -49,,3,,D8BFD8,282828
1283,1,11,Potockiego pętla 10 - Piłsudskiego U. Wojewódzki 06 -11,,3,,C0C0C0,282828
1625,1,6,Ustrzycka pętla 01 - Piłsudskiego U. Marszałkowski 05 -6,,3,,CD853F,282828
1593,1,19,Piłsudskiego U. Wojewódzki 03 - Łukasiewicza pętla 10 -19,,3,,B22222,F5F5F5
1786,1,6,Piłsudskiego U. Wojewódzki 03 - Malawa OSP 06 nż -6,,3,,CD853F,282828
1526,1,36,Piłsudskiego U. Marszałkowski 08 - Bł. Karoliny 09 -36,,3,,00FFFF,282828
1307,1,3,Boguchwała 97 - Cieplińskiego 01 -3,,3,,9ACD32,282828
1363,1,29,Przemysłowa U. Celny 05 - Trembeckiego ZTM pętla 01 -29,,3,,808000,F5F5F5
1084,1,3,Boguchwała 97 - Mrowla Otoka pętla 01 -3,,3,,9ACD32,282828
1604,1,20,Warszawska / Borowa 08 nż - Bratkowice Las 01 -20,,3,,800000,F5F5F5
748,1,3,Cieplińskiego 02 - Lutoryż pętla 04 -3,,3,,9ACD32,282828
1655,1,N2,Dworzec Główny PKP 01 - Bł. Karoliny 09 -N2,,3,,B0E0E6,282828
1444,1,27,Baligrodzka 01 - Piłsudskiego U. Marszałkowski 05 -27,,3,,BDB76B,282828
1640,1,1,Piłsudskiego U. Marszałkowski 08 - Krakowska granica 15 -1,,3,,808080,282828
763,1,3,Cieplińskiego 02 - Boguchwała 97 -3,,3,,9ACD32,282828
1649,1,1,Piłsudskiego U. Wojewódzki 03 - Spichlerzowa pętla 04 -1,,3,,808080,282828
1509,1,32,Obr. Poczty Gdańskiej pętla 08 - Niepodległości / Rejtana 02 p. Matuszczaka-32,p. Matuszczaka,3,,90EE90,282828
1773,1,43,Dworaka targ 01 - Żołnierzy 9 Dyw. Piechoty bloki 06 nż -43,,3,,191970,F5F5F5
1098,1,17,Pl. Wolności 04 - Przemysłowa U. Celny 05 -17,,3,,CD5C5C,F5F5F5
1520,1,36,Dąbrowskiego Instytut Muzyki 07 - Bł. Karoliny 09 -36,,3,,00FFFF,282828
1608,1,20,Bratkowice Las 02 - Bardowskiego 02 p. Rudną Wielką I-20,p. Rudną Wielką I,3,,800000,F5F5F5
1653,1,2,Kard. K. Wojtyły pętla 03 nż - Cieplińskiego 01 -2,,3,,F08080,282828
1657,1,2,Cieplińskiego 02 - Kard. K. Wojtyły pętla 03 nż -2,,3,,F08080,282828
1617,1,6,Piłsudskiego U. Wojewódzki 03 - Słocińska pętla 11-6,,3,,CD853F,282828
1654,1,1,Krakowska granica 15 - Piłsudskiego U. Marszałkowski 05 -1,,3,,808080,282828
1450,1,27,Piłsudskiego U. Marszałkowski 08 - Baligrodzka 01 -27,,3,,BDB76B,282828
1308,1,15,Cieplińskiego 02 - Zwięczycka MPWiK 05 p. Jarową-15,p. Jarową,3,,FFFFFF,282828
642,1,34,Piłsudskiego U. Marszałkowski 08 - Kielanówka pętla 14 -34,,3,,7FFFD4,282828
1453,1,15,Zwięczycka MPWiK 05 - Cieplińskiego 01 -15,,3,,FFFFFF,282828
1376,1,29,Bardowskiego 03 - Przemysłowa U. Celny 05 -29,,3,,808000,F5F5F5
1658,1,2,Piłsudskiego U. Marszałkowski 08 - Baligrodzka 01-2,,3,,F08080,282828
1081,1,3,Piłsudskiego U. Marszałkowski 08 - Krakowska granica 15 -3,,3,,9ACD32,282828
1598,1,57,Dworaka targ 01 - Warszawska / Borowa 07 nż -57,,3,,D2691E,F5F5F5
779,1,3,Lutoryż pętla 04 - Świlcza 58 -3,,3,,9ACD32,282828
1605,1,57,Warszawska / Borowa 08 nż - Dworaka targ 01 -57,,3,,D2691E,F5F5F5
786,1,3,Boguchwała 97 - Świlcza 58 -3,,3,,9ACD32,282828
1350,1,29,Przemysłowa U. Celny 05 - Pl. Wolności 04 -29,,3,,808000,F5F5F5
1484,1,22,Trzciana pętla 05 - Piłsudskiego U. Marszałkowski 05 -22,,3,,FFE4E1,282828
1530,1,36,Cieplińskiego 02 - Św. Rocha lasek pętla 11 -36,,3,,00FFFF,282828
1080,1,3,Lutoryż pętla 04 - Mrowla Otoka pętla 01 -3,,3,,9ACD32,282828
