


301	2	5	09:56:00	09:56:00		Niepołomice Dworzec
301	2	5	09:58:00	09:58:00		Niepołomice Rynek
301	2	5	10:00:00	10:00:00		Niepołomice Kościuszki
301	2	5	10:01:00	10:01:00		Niepołomice Boryczów
301	2	5	10:02:00	10:02:00		Niepołomice Wielicka
301	2	5	10:04:00	10:04:00		Staniątki Wiadukt
301	2	5	10:05:00	10:05:00		Podłęże Centrum
301	2	5	10:06:00	10:06:00		Podłęże Przedszkole
301	2	5	10:08:00	10:08:00		Podłęże Balachówka
301	2	5	10:09:00	10:09:00		Zakrzów Ogrodzieniec
301	2	5	10:12:00	10:12:00		Ochmanów Oknoplast
301	2	5	10:14:00	10:14:00		Sułków Zbój
301	2	5	10:15:00	10:15:00		Mała Wieś Skrzyżowanie
301	2	5	10:17:00	10:17:00		Zabawa Centrum
301	2	5	10:18:00	10:18:00		Wieliczka Niepołomska Granica
301	2	5	10:21:00	10:21:00		Wieliczka Miasto
301	2	5	10:22:00	10:22:00		Wieliczka Cmentarz
301	2	5	10:24:00	10:24:00		Wieliczka Klasztor
301	2	5	10:27:00	10:27:00		Wieliczka Stacja Paliw
301	2	5	10:30:00	10:30:00		Wielicka Granica Miasta
301	2	5	10:33:00	10:33:00		Jerzmanowskiego
301	2	5	10:35:00	10:35:00		Prokocim Szpital
301	2	5	10:38:00	10:38:00		Bieżanowska
301	2	5	10:41:00	10:41:00		Kamieńskiego
301	2	5	10:44:00	10:44:00		Rondo Matecznego
301	2	5	10:47:00	10:47:00		Rondo Grunwaldzkie
301	2	5	10:49:00	10:49:00		Jubilat
301	2	5	10:50:00	10:50:00		Muzeum Narodowe
301	2	5	10:52:00	10:52:00		AGH / UR
301	2	5	10:54:00	10:54:00		Plac Inwalidów
301	2	5	10:58:00	10:58:00		Nowy Kleparz
