

5	x	x	05:50:00	05:50:00		Kasztanowa
5	x	x	06:31:00	06:31:00		Przyszowska

5	x	x	07:10:00	07:10:00		Przyszowska
5	x	x	07:47:00	07:47:00		Kasztanowa

15	x	x	08:00:00	08:00:00		Kasztanowa
15	x	x	08:21:00	08:21:00		Kwiatkowskiego rondo solidarności HSW

5	x	x	13:15:00	13:15:00		Staszica stacja paliw
5	x	x	13:36:00	13:36:00		Kasztanowa

5	x	x	13:50:00	13:50:00		Kasztanowa
5	x	x	14:31:00	14:31:00		Przyszowska

5	x	x	15:15:00	15:15:00		Przyszowska
5	x	x	15:52:00	15:52:00		Kasztanowa

15	x	x	16:00:00	16:00:00		Kasztanowa
15	x	x	16:21:00	16:21:00		Kwiatkowskiego rondo solidarności HSW
