


249	3	14	21:24:00	21:24:00		Salwator
249	3	14	21:25:00	21:25:00		Białe Wzgórze
249	3	14	21:26:00	21:26:00		Malczewskiego
249	3	14	21:27:00	21:27:00		Wodociągowa
249	3	14	21:28:00	21:28:00		Benedyktowicza
249	3	14	21:29:00	21:29:00		Glinnik
249	3	14	21:30:00	21:30:00		Przegorzały Obwodnica
249	3	14	21:31:00	21:31:00		Na Krępaku
249	3	14	21:32:00	21:32:00		Bielańskie Skały
249	3	14	21:33:00	21:33:00		Wodociągi
249	3	14	21:34:00	21:34:00		Skalna
249	3	14	21:35:00	21:35:00		Bielańska
249	3	14	21:36:00	21:36:00		Kryspinów Stopień Wodny
249	3	14	21:37:00	21:37:00		Piekary Na Brzegu
249	3	14	21:38:00	21:38:00		Piekary Korea
249	3	14	21:39:00	21:39:00		Piekary Sklep
249	3	14	21:40:00	21:40:00		Piekary Centrum
249	3	14	21:42:00	21:42:00		Piekary Borki
249	3	14	21:43:00	21:43:00		Piekary Dół
249	3	14	21:44:00	21:44:00		Liszki Tyniecka
249	3	14	21:46:00	21:46:00		Liszki Urząd Gminy
249	3	14	21:48:00	21:48:00		Liszki Rondo
249	3	14	21:50:00	21:50:00		Kaszów Łysa Góra
249	3	14	21:51:00	21:51:00		Kaszów Tyrałówka
249	3	14	21:52:00	21:52:00		Kaszów Remiza
249	3	14	21:53:00	21:53:00		Kaszów Krzyżówka do Nowej Wsi Szlacheckiej
249	3	14	21:54:00	21:54:00		Kaszów Na Górce
249	3	14	21:55:00	21:55:00		Nowa Wieś Szlachecka Kapliczka
249	3	14	21:56:00	21:56:00		Nowa Wieś Szlachecka Sklep
249	3	14	21:57:00	21:57:00		Nowa Wieś Szlachecka Kościół
249	3	14	21:58:00	21:58:00		Nowa Wieś Szlachecka Pętla
249	3	14	21:59:00	21:59:00		Nowa Wieś Szlachecka Jesionka
249	3	14	22:02:00	22:02:00		Przeginia Duchowna Szkoła
249	3	14	22:03:00	22:03:00		Przeginia Duchowna Remiza
249	3	14	22:04:00	22:04:00		Przeginia Duchowna Kościół
249	3	14	22:06:00	22:06:00		Przeginia Narodowa Dwór
249	3	14	22:08:00	22:08:00		Przeginia Narodowa Bunar
249	3	14	22:09:00	22:09:00		Czernichów Bór
249	3	14	22:11:00	22:11:00		Czernichów Zakamycze
249	3	14	22:13:00	22:13:00		Czernichów Rynek
