route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
1099,1,173670,,,1,8973,1,
1626,2,189014,,,0,9736,2,
1058,2,173671,,,1,9085,3,
1291,3,198206,,,1,10207,4,
1602,1,194133,,,0,9978,5,
1469,4,198207,,,1,10208,6,
1364,1,192347,,,0,9870,7,
1544,4,198208,,,1,10209,8,
1378,1,187338,,,0,9617,9,
1577,5,185460,,,0,9517,10,
1786,4,198209,,,1,10210,11,
1104,6,173672,,,1,8962,12,
956,5,197105,,,0,10182,13,
1586,4,198210,,,1,10211,14,
1534,2,183513,,,0,9381,15,
1587,7,198211,,,1,10212,16,
1480,4,198212,,,0,10213,17,
1534,5,183515,,,0,9428,15,
1616,4,198213,,,0,10214,18,
1626,7,198214,,,0,10215,2,
774,1,193836,,,0,9957,19,
1312,1,192349,,,1,9872,20,
1578,2,185461,,,1,9577,21,
1496,2,180277,,,0,9272,22,
1532,6,180319,,,0,9286,23,
953,7,198215,,,1,10216,24,
1061,2,173676,,,0,9085,25,
1364,1,189018,,,0,9779,7,
1408,4,198216,,,1,10217,26,
1378,1,168374,,,0,8553,9,
956,2,197106,,,0,10176,13,
1611,2,185077,,,1,9478,27,
1523,1,188233,,,1,9703,28,
1579,1,185462,,,0,9529,29,
1535,2,180323,,,1,9315,30,
1580,1,185463,,,1,9564,31,
1517,2,180324,,,1,9419,32,
1616,2,192153,,,0,9865,18,
1577,2,185464,,,0,9576,10,
1447,6,173678,,,0,8945,33,
1510,4,198217,,,0,10218,34,
1544,4,198218,,,1,10219,8,
1631,4,198219,,,1,10220,35,
1364,2,168375,,,0,8574,7,
1449,4,198220,,,1,10221,36,
954,1,197107,,,0,10172,37,
1385,4,198221,,,1,10222,38,
982,6,152679,,,0,7952,39,
1287,6,161805,,,0,8263,40,
994,4,198222,,,1,10223,41,
1660,4,198223,,,1,10224,42,
1579,2,185465,,,0,9560,29,
1447,5,193564,,,0,9945,33,
1408,1,171196,,,1,8777,26,
1358,2,168377,,,1,8558,43,
1534,1,183518,,,0,9375,15,
1517,4,198224,,,1,10225,32,
1578,7,198225,,,1,10226,21,
1515,7,198226,,,0,10227,44,
1520,4,198227,,,0,10228,45,
1529,4,198228,,,1,10229,46,
1101,4,198229,,,1,10230,47,
818,1,173682,,,0,9071,48,
1438,1,192352,,,0,9875,49,
1628,6,189026,,,1,9747,50,
1504,1,180330,,,0,9454,51,
912,1,196158,,,1,10106,52,
1099,7,198230,,,1,10231,1,
1498,1,189030,,,1,9818,53,
982,4,198231,,,0,10223,39,
1061,2,189031,,,0,9744,25,
1629,2,189032,,,0,9806,54,
1099,3,198232,,,1,10232,1,
1583,2,197109,,,1,10158,55,
1581,2,185466,,,0,9561,56,
1801,8,197898,,,0,10204,57,
1108,4,198233,,,0,10233,58,
953,1,197110,,,1,10172,24,
1476,2,178773,,,1,9244,59,
1534,1,197839,,,0,10202,15,
1607,5,185078,,,0,9488,60,
1582,5,185467,,,1,9522,61,
1510,2,196385,,,0,10117,34,
1457,7,198234,,,1,10234,62,
1523,7,198235,,,1,10235,28,
1781,1,194134,,,1,9979,63,
1455,1,196159,,,1,10109,64,
1536,2,180334,,,1,9458,65,
1801,8,197899,,,0,10204,57,
1108,7,198236,,,0,10236,58,
1801,6,197900,,,0,10205,57,
1097,7,198237,,,0,10237,66,
1487,4,198238,,,0,10238,67,
1443,1,197111,,,0,10169,68,
1457,4,198239,,,1,10239,62,
1586,4,198240,,,1,10240,14,
905,4,198241,,,1,10241,69,
1611,2,185079,,,1,9478,27,
1581,5,185468,,,0,9516,56,
1291,4,198242,,,1,10242,4,
1467,6,178776,,,0,9214,70,
1631,1,188236,,,1,9683,35,
1516,2,180339,,,0,9459,71,
1632,5,188237,,,0,9673,72,
1581,2,185469,,,0,9531,56,
820,6,173691,,,1,9072,73,
1304,3,198243,,,0,10207,74,
1515,1,194135,,,0,9980,44,
1634,4,198244,,,0,10243,75,
1590,4,198245,,,1,10244,76,
1534,6,194767,,,0,10024,15,
1578,1,185470,,,1,9567,21,
1538,7,198246,,,1,10245,77,
1659,9,197747,,,0,10193,78,
1454,6,196386,,,1,10129,79,
1578,4,198247,,,1,10246,21,
1584,7,198248,,,0,10247,80,
1583,5,185471,,,1,9522,55,
956,5,197112,,,0,10182,13,
1606,4,198249,,,1,10248,81,
1010,4,198250,,,1,10249,82,
1498,6,180343,,,1,9322,53,
1584,6,185472,,,0,9538,80,
1538,3,198251,,,1,10250,77,
1620,7,198252,,,1,10251,83,
994,6,185473,,,1,9546,41,
880,4,198253,,,0,10252,84,
885,2,173692,,,1,8875,85,
1108,6,173693,,,0,8886,58,
1536,1,183526,,,1,9279,65,
899,7,198254,,,0,10253,86,
1374,2,168386,,,1,8574,87,
118,2,173694,,,1,8988,88,
1099,7,198255,,,1,10254,1,
1581,4,198256,,,0,10255,56,
905,1,161807,,,1,8246,69,
1104,2,173695,,,1,8969,12,
1374,4,198257,,,1,10256,87,
1408,4,198258,,,1,10217,26,
1374,3,198259,,,1,10257,87,
1589,4,198260,,,0,10244,89,
1388,3,198261,,,1,10258,90,
899,1,192359,,,0,9882,86,
1498,4,198262,,,1,10259,53,
994,3,198263,,,1,10260,41,
1478,6,178780,,,1,9241,91,
1578,2,185476,,,1,9569,21,
1633,1,188240,,,0,9682,92,
1581,3,198264,,,0,10261,56,
885,1,173701,,,1,8877,85,
1578,7,198265,,,1,10262,21,
1641,4,198266,,,1,10211,93,
1097,4,198267,,,0,10233,66,
1099,4,198268,,,1,10263,1,
1616,5,187348,,,0,9644,18,
1529,1,189050,,,1,9725,46,
1287,7,198269,,,0,10264,40,
1459,2,196388,,,1,10130,94,
1010,5,192361,,,1,9884,82,
1355,4,198270,,,0,10265,95,
1536,1,183529,,,1,9453,65,
1627,6,196389,,,1,10140,96,
1660,2,188242,,,1,9708,42,
1507,1,180355,,,0,9316,97,
1097,7,198271,,,0,10266,66,
1800,2,197901,,,1,10206,98,
1624,6,188041,,,1,9655,99,
1364,3,198272,,,0,10267,7,
994,1,161810,,,1,8247,41,
1626,7,198273,,,0,10268,2,
1458,7,198274,,,0,10269,100,
1606,5,185081,,,1,9491,81,
880,2,173707,,,0,8875,84,
1467,4,198275,,,0,10208,70,
1383,3,198276,,,0,10258,101,
1540,1,183532,,,0,9373,102,
1635,3,198277,,,1,10270,103,
1583,5,185481,,,1,9522,55,
1436,4,198278,,,0,10271,104,
1616,6,187350,,,0,9626,18,
1765,2,192364,,,1,9885,105,
1439,4,198279,,,1,10272,106,
1538,3,198280,,,1,10273,77,
1100,1,173710,,,0,8983,107,
1581,2,185482,,,0,9558,56,
1579,3,198281,,,0,10274,29,
763,4,198282,,,1,10275,108,
1660,10,197748,,,1,10200,42,
1100,4,198283,,,0,10276,107,
1446,1,189063,,,1,9772,109,
1498,7,198284,,,1,10227,53,
1287,1,189064,,,0,9769,40,
885,4,198285,,,1,10277,85,
1633,1,188243,,,0,9680,92,
1097,3,198286,,,0,10278,66,
1515,1,180366,,,0,9309,44,
1634,1,192365,,,0,9886,75,
1100,7,198287,,,0,10254,107,
1101,7,198288,,,1,10279,47,
1628,4,198289,,,1,10280,50,
1611,1,185483,,,1,9590,27,
1578,6,185484,,,1,9538,21,
1633,7,198290,,,0,10281,92,
1515,1,194136,,,0,9980,44,
1532,2,180374,,,0,9290,23,
1618,1,194137,,,0,9981,110,
1408,1,171218,,,1,8777,26,
1628,4,198291,,,1,10282,50,
1582,6,185485,,,1,9525,61,
1766,4,198292,,,0,10283,111,
118,3,198293,,,1,10284,88,
1635,7,198294,,,1,10285,103,
1013,4,198295,,,0,10249,112,
994,6,192367,,,1,9888,41,
982,2,161813,,,0,8236,39,
1629,1,189068,,,0,9822,54,
1615,1,187351,,,1,9639,113,
955,3,198296,,,1,10286,114,
899,4,198297,,,0,10287,86,
1622,1,194138,,,0,9982,115,
1624,2,194139,,,1,9983,99,
1532,2,180376,,,0,9419,23,
1578,6,185487,,,1,9581,21,
1384,5,170570,,,0,8688,116,
1582,4,198298,,,1,10288,61,
1498,4,198299,,,1,10289,53,
1108,4,198300,,,0,10290,58,
956,1,197114,,,0,10180,13,
948,1,197115,,,1,10177,117,
1606,7,198301,,,1,10291,81,
1532,2,180378,,,0,9290,23,
1469,2,178783,,,1,9207,6,
1800,8,197902,,,1,10204,98,
1446,4,198302,,,1,10292,109,
1586,4,198303,,,1,10255,14,
1374,7,198304,,,1,10245,87,
1579,1,185489,,,0,9553,29,
1583,6,185490,,,1,9524,55,
821,1,173726,,,1,9071,118,
1582,6,185491,,,1,9524,61,
1013,3,198305,,,0,10293,112,
1635,2,189073,,,1,9810,103,
1517,1,180382,,,1,9454,32,
1101,7,198306,,,1,10294,47,
776,6,196390,,,1,10140,119,
1488,2,178784,,,0,9219,120,
1606,4,198307,,,1,10295,81,
1451,1,194140,,,1,9984,121,
1626,4,198308,,,0,10296,2,
994,1,161814,,,1,8238,41,
1587,3,198309,,,1,10274,16,
1388,2,183537,,,1,9422,90,
1801,11,197903,,,0,10203,57,
1469,2,178787,,,1,9206,6,
1581,4,198310,,,0,10297,56,
905,6,196391,,,1,10136,69,
1586,2,185494,,,1,9561,14,
1523,4,198311,,,1,10298,28,
1291,2,173731,,,1,9085,4,
1628,10,197749,,,1,10200,50,
1616,1,191374,,,0,9727,18,
1456,6,173734,,,1,8997,122,
1457,5,192368,,,1,9889,62,
1507,2,196392,,,0,10125,97,
899,4,198312,,,0,10299,86,
1581,6,185495,,,0,9584,56,
1510,6,180384,,,0,9300,34,
1579,4,198313,,,0,10300,29,
893,4,198314,,,0,10301,123,
1454,6,196393,,,1,10129,79,
1583,6,185496,,,1,9523,55,
1449,3,198315,,,1,10302,36,
1287,2,189078,,,0,9744,40,
1610,7,198316,,,1,10303,124,
1766,2,192370,,,0,9885,111,
955,3,198317,,,1,10304,114,
1583,1,197116,,,1,10167,55,
1364,4,198318,,,0,10305,7,
1535,4,198319,,,1,10306,30,
1108,1,173738,,,0,8980,58,
1584,2,185497,,,0,9580,80,
1312,4,198320,,,1,10242,20,
1659,2,188247,,,0,9709,78,
1459,1,196162,,,1,10112,94,
885,5,193566,,,1,9946,85,
649,1,173739,,,1,8985,125,
1309,4,198321,,,0,10307,126,
1291,1,189081,,,1,9723,4,
1534,4,198322,,,0,10308,15,
1578,1,189083,,,1,9750,21,
1581,1,185499,,,0,9553,56,
1456,2,173743,,,1,8994,122,
756,7,198323,,,0,10309,127,
1459,6,196394,,,1,10129,94,
885,1,173747,,,1,8893,85,
1097,3,198324,,,0,10310,66,
1374,5,192372,,,1,9891,87,
1601,2,194141,,,0,9985,128,
1510,4,198325,,,0,10311,34,
1633,1,188249,,,0,9682,92,
1626,2,189089,,,0,9741,2,
955,1,197117,,,1,10172,114,
1507,4,198326,,,0,10312,97,
1766,4,198327,,,0,10283,111,
1779,1,194009,,,0,9973,129,
820,4,198328,,,1,10313,73,
1540,4,198329,,,0,10314,102,
1456,1,189091,,,1,9772,122,
1378,1,168418,,,0,8553,9,
1099,2,173750,,,1,8930,1,
1469,5,192374,,,1,9891,6,
1630,2,192376,,,0,9894,130,
1579,3,198330,,,0,10315,29,
994,7,198331,,,1,10316,41,
1446,6,173755,,,1,8997,109,
1387,4,198332,,,0,10317,131,
1388,2,170639,,,1,8699,90,
1443,4,198333,,,0,10292,68,
1624,7,198334,,,1,10318,99,
1099,1,173760,,,1,8971,1,
647,2,173761,,,0,8987,132,
818,2,194142,,,0,9986,48,
1104,4,198335,,,1,10319,12,
1534,5,183545,,,0,9398,15,
1101,4,198336,,,1,10319,47,
1384,4,198337,,,0,10222,116,
1532,2,180401,,,0,9277,23,
1616,6,194790,,,0,10024,18,
1496,1,180287,,,0,9273,22,
1587,1,185504,,,1,9529,16,
1582,4,198338,,,1,10288,61,
1766,1,192379,,,0,9897,111,
1294,5,196395,,,0,10134,133,
1582,6,185505,,,1,9525,61,
1438,4,198339,,,0,10283,49,
1579,7,198340,,,0,10262,29,
1456,7,198341,,,1,10320,122,
1447,4,198342,,,0,10277,33,
1443,4,198343,,,0,10321,68,
1584,5,185506,,,0,9572,80,
1631,2,188252,,,1,9687,35,
1287,1,189099,,,0,9807,40,
912,2,196396,,,1,10126,52,
1309,4,198344,,,0,10322,126,
647,4,198345,,,0,10263,132,
1538,1,189100,,,1,9825,77,
1408,1,171233,,,1,8777,26,
89,3,198346,,,0,10323,134,
1496,2,180269,,,0,9272,22,
905,2,161816,,,1,8242,69,
1388,2,197118,,,1,10171,90,
1782,2,194143,,,1,9987,135,
1515,1,189102,,,0,9818,44,
1101,2,173765,,,1,8953,47,
1584,7,198347,,,0,10324,80,
1601,2,194144,,,0,9988,128,
1578,2,185507,,,1,9578,21,
1534,4,198348,,,0,10325,15,
1579,2,185508,,,0,9559,29,
1364,1,192381,,,0,9870,7,
1384,1,194145,,,0,9989,116,
1581,1,185509,,,0,9555,56,
1453,7,198349,,,1,10326,136,
1633,1,188253,,,0,9681,92,
1386,3,198350,,,1,10258,137,
1800,11,197904,,,1,10203,98,
1800,11,197905,,,1,10203,98,
1618,5,188043,,,0,9657,110,
954,4,198351,,,0,10327,37,
905,2,161818,,,1,8241,69,
1800,2,197906,,,1,10206,98,
760,7,198352,,,1,10309,138,
1582,3,198353,,,1,10328,61,
880,6,173775,,,0,9061,84,
1504,2,180408,,,0,9460,51,
1100,2,173776,,,0,8989,107,
649,2,173777,,,1,8932,125,
1582,1,197119,,,1,10186,61,
1510,3,198354,,,0,10329,34,
1383,5,193568,,,0,9944,101,
1306,2,189108,,,1,9806,139,
1099,3,198355,,,1,10330,1,
1061,3,198356,,,0,10331,25,
1536,2,180410,,,1,9460,65,
1438,4,198357,,,0,10332,49,
1386,7,198358,,,1,10333,137,
1447,5,193569,,,0,9947,33,
1099,7,198359,,,1,10334,1,
953,6,197120,,,1,10175,24,
982,6,185512,,,0,9546,39,
1510,1,188254,,,0,9703,34,
818,5,173781,,,0,9068,48,
1108,4,198360,,,0,10319,58,
1522,2,196398,,,1,10125,140,
118,6,173782,,,1,8884,88,
1061,7,198361,,,0,10335,25,
