route_id	service_id	trip_id	arrival_time	departure_time	stop_name


90-3	2	21	19:30:00	19:30:00	Lubelska Zajezdnia MPK
90-3	2	21	19:31:00	19:31:00	Lubelska MPK 13 nż
90-3	2	21	19:32:00	19:32:00	Lubelska Ogrody Hiszpańskie 11 nż
90-3	2	21	19:33:00	19:33:00	Lubelska Os. Ogrody 09 nż
90-3	2	21	19:34:00	19:34:00	Lubelska / Borowa 07 nż
90-3	2	21	19:36:00	19:36:00	Trembeckiego ZTM 02 nż
90-3	2	21	19:37:00	19:37:00	Trembeckiego / Siemieńskiego 04 nż
90-3	2	21	19:38:00	19:38:00	Siemieńskiego U. Skarbowy 03 nż
90-3	2	21	19:39:00	19:39:00	Siemieńskiego dom studenta 01 nż
90-3	2	21	19:40:00	19:40:00	Żółkiewskiego / Kochanowskiego 01 nż
90-3	2	21	19:43:00	19:43:00	Dworzec Główny PKP 01
90-3	2	21	19:45:00	19:45:00	Piłsudskiego U. Marszałkowski 08
90-3	2	21	19:47:00	19:47:00	Krakowska jedn. wojskowa 02
90-3	2	21	19:49:00	19:49:00	Okulickiego centrum handlowe 02
90-3	2	21	19:50:00	19:50:00	Okulickiego / Zwierzyniecka 04 nż
90-3	2	21	19:51:00	19:51:00	Wyzwolenia / Iranka-Osmeckiego 08
90-3	2	21	19:52:00	19:52:00	Wyzwolenia / Brydaka 10
90-3	2	21	19:53:00	19:53:00	Obr. Poczty Gdańskiej / Wyzwolenia 02
90-3	2	21	19:54:00	19:54:00	Obr. Poczty Gdańskiej / Starzyńskiego 04
90-3	2	21	19:55:00	19:55:00	Obr. Poczty Gdańskiej pętla 06
90-3	2	21	19:57:00	19:57:00	Miłocińska pętla 01
