05:42:00	6_1	2014
07:43:00	6_1	2009
09:43:00	6_1	2014
11:44:00	6_1	2014
13:44:00	6_1	2009
15:44:00	6_1	2009
17:43:00	6_1	2014
19:43:00	6_1	2014
21:44:00	6_1	2014
06:43:00	6_2	2014
08:43:00	6_2	2014
10:43:00	6_2	2009
12:44:00	6_2	2014
14:44:00	6_2	2009
16:44:00	6_2	2009
18:43:00	6_2	2009
20:44:00	6_2	2009
