

4	x	x	06:15:00	06:15:00		Staszica stacja paliw
4	x	x	06:31:00	06:31:00		Kasztanowa

4	x	x	06:35:00	06:35:00		Kasztanowa
4	x	x	07:08:00	07:08:00		Nisko dom handlowy

4	x	x	07:25:00	07:25:00		Nisko dom handlowy
4	x	x	07:53:00	07:53:00		Dąbrowskiego dworzec PKP

4	x	x	08:00:00	08:00:00		Dąbrowskiego dworzec PKP
4	x	x	08:28:00	08:28:00		Nisko dom handlowy

4	x	x	08:40:00	08:40:00		Nisko dom handlowy
4	x	x	09:18:00	09:18:00		Turbia szkoła

4	x	x	09:25:00	09:25:00		Turbia szkoła
4	x	x	10:02:00	10:02:00		Nisko dom handlowy

4	x	x	10:20:00	10:20:00		Nisko dom handlowy
4	x	x	10:55:00	10:55:00		Agatówka

4	x	x	11:15:00	11:15:00		Agatówka
4	x	x	11:48:00	11:48:00		Nisko dom handlowy

4	x	x	11:50:00	11:50:00		Nisko dom handlowy
4	x	x	12:25:00	12:25:00		Agatówka

4	x	x	12:30:00	12:30:00		Agatówka
4	x	x	13:03:00	13:03:00		Nisko dom handlowy

4	x	x	13:25:00	13:25:00		Nisko dom handlowy
4	x	x	14:00:00	14:00:00		Agatówka

4	x	x	14:15:00	14:15:00		Agatówka
4	x	x	14:48:00	14:48:00		Nisko dom handlowy

4	x	x	15:10:00	15:10:00		Nisko dom handlowy
4	x	x	15:45:00	15:45:00		Agatówka

4	x	x	16:05:00	16:05:00		Agatówka
4	x	x	16:38:00	16:38:00		Nisko dom handlowy

4	x	x	16:50:00	16:50:00		Nisko dom handlowy
4	x	x	17:23:00	17:23:00		Kasztanowa

4	x	x	17:30:00	17:30:00		Kasztanowa
4	x	x	18:03:00	18:03:00		Nisko dom handlowy

4	x	x	18:10:00	18:10:00		Nisko dom handlowy
4	x	x	18:44:00	18:44:00		Agatówka

4	x	x	18:50:00	18:50:00		Agatówka
4	x	x	19:23:00	19:23:00		Nisko dom handlowy

4	x	x	19:30:00	19:30:00		Nisko dom handlowy
4	x	x	20:04:00	20:04:00		Agatówka

4	x	x	20:15:00	20:15:00		Agatówka
4	x	x	20:48:00	20:48:00		Nisko dom handlowy

4	x	x	21:20:00	21:20:00		Nisko dom handlowy
4	x	x	21:54:00	21:54:00		Agatówka

4	x	x	22:15:00	22:15:00		Agatówka
4	x	x	22:48:00	22:48:00		Nisko dom handlowy

4	x	x	23:15:00	23:15:00		Nisko dom handlowy
4	x	x	23:39:00	23:39:00		Agatówka
